ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,Column3,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,OrderDate,DueDate,ShipDate,Customerfullname,UnitPrice2,Product Subcategory,Product Name,Date,   Year,   Monthno,  Monthfullname,   Quarter,  Year-Month,  Weekdayno,weekdaysname,Financial Month,Financial Quarter,Sale Amount,Production cost ,Profit,Gender,Org Product Name,Territory Region,Territory Country
529,20140128,20140209,20140204,20601,1,100,9,9,SO75091,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,41667,41679,41674,Carrie Munoz,3.99,Tires and Tubes,Road Tire Tube,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,3.99,1.4923,2.4977,F,Accessories,Australia,Australia
487,20140128,20140209,20140204,20601,1,100,9,9,SO75091,3,1,1,54.99,54.99,0,0,20.5663,20.5663,54.99,4.3992,1.3748,41667,41679,41674,Carrie Munoz,54.99,Hydration Packs,Hydration Pack - 70 oz.,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,54.99,20.5663,34.4237,F,Accessories,Australia,Australia
538,20140128,20140209,20140204,26564,1,100,9,9,SO75092,1,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373,41667,41679,41674,Franklin Chen,21.49,Tires and Tubes,LL Road Tire,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,21.49,8.0373,13.4527,M,Accessories,Australia,Australia
465,20140128,20140209,20140204,26564,1,100,9,9,SO75092,2,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,41667,41679,41674,Franklin Chen,24.49,Gloves,"Half-Finger Gloves, M",01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,24.49,9.1593,15.3307,M,Clothing,Australia,Australia
529,20140128,20140209,20140204,26564,1,100,9,9,SO75092,3,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,41667,41679,41674,Franklin Chen,3.99,Tires and Tubes,Road Tire Tube,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,3.99,1.4923,2.4977,M,Accessories,Australia,Australia
529,20140128,20140209,20140204,16170,1,100,9,9,SO75093,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,41667,41679,41674,Juan Rubio,3.99,Tires and Tubes,Road Tire Tube,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,3.99,1.4923,2.4977,M,Accessories,Australia,Australia
540,20140128,20140209,20140204,16170,1,100,9,9,SO75093,2,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815,41667,41679,41674,Juan Rubio,32.6,Tires and Tubes,HL Road Tire,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,32.6,12.1924,20.4076,M,Accessories,Australia,Australia
483,20140128,20140209,20140204,16170,1,100,9,9,SO75093,3,1,1,120,120,0,0,44.88,44.88,120,9.6,3,41667,41679,41674,Juan Rubio,120,Bike Racks,Hitch Rack - 4-Bike,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,120,44.88,75.12,M,Accessories,Australia,Australia
484,20140128,20140209,20140204,16927,1,100,9,9,SO75094,1,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,41667,41679,41674,Rebekah Gonzalez,7.95,Cleaners,Bike Wash - Dissolver,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,7.95,2.9733,4.9767,F,Accessories,Australia,Australia
488,20140128,20140209,20140204,11657,1,100,4,4,SO75095,1,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,41667,41679,41674,Megan Cox,53.99,Jerseys,"Short-Sleeve Classic Jersey, S",01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,53.99,41.5723,12.4177,F,Clothing,Southwest,United States
529,20140128,20140209,20140204,11287,1,100,6,6,SO75096,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,41667,41679,41674,Henry Garcia,3.99,Tires and Tubes,Road Tire Tube,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,3.99,1.4923,2.4977,M,Accessories,Canada,Canada
222,20140128,20140209,20140204,11287,1,100,6,6,SO75096,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,41667,41679,41674,Henry Garcia,34.99,Helmets,"Sport-100 Helmet, Blue",01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,34.99,13.0863,21.9037,M,Accessories,Canada,Canada
237,20140128,20140209,20140204,11287,1,100,6,6,SO75096,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,41667,41679,41674,Henry Garcia,49.99,Jerseys,"Long-Sleeve Logo Jersey, XL",01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,49.99,38.4923,11.4977,M,Clothing,Canada,Canada
478,20140128,20140209,20140204,21717,1,100,4,4,SO75097,1,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,41667,41679,41674,Angel King,9.99,Bottles and Cages,Mountain Bottle Cage,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,9.99,3.7363,6.2537,M,Accessories,Southwest,United States
217,20140128,20140209,20140204,21717,1,100,4,4,SO75097,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,41667,41679,41674,Angel King,34.99,Helmets,"Sport-100 Helmet, Black",01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,34.99,13.0863,21.9037,M,Accessories,Southwest,United States
528,20140128,20140209,20140204,23381,1,100,1,1,SO75098,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,41667,41679,41674,Bianca Hu,4.99,Tires and Tubes,Mountain Tire Tube,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,4.99,1.8663,3.1237,F,Accessories,Northwest,United States
536,20140128,20140209,20140204,23381,1,100,1,1,SO75098,2,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,41667,41679,41674,Bianca Hu,29.99,Tires and Tubes,ML Mountain Tire,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,29.99,11.2163,18.7737,F,Accessories,Northwest,United States
480,20140128,20140209,20140204,23381,1,100,1,1,SO75098,3,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,41667,41679,41674,Bianca Hu,2.29,Tires and Tubes,Patch Kit/8 Patches,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,2.29,0.8565,1.4335,F,Accessories,Northwest,United States
478,20140128,20140209,20140204,21163,1,100,4,4,SO75099,1,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,41667,41679,41674,William Williams,9.99,Bottles and Cages,Mountain Bottle Cage,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,9.99,3.7363,6.2537,M,Accessories,Southwest,United States
487,20140128,20140209,20140204,21163,1,100,4,4,SO75099,2,1,1,54.99,54.99,0,0,20.5663,20.5663,54.99,4.3992,1.3748,41667,41679,41674,William Williams,54.99,Hydration Packs,Hydration Pack - 70 oz.,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,54.99,20.5663,34.4237,M,Accessories,Southwest,United States
484,20140128,20140209,20140204,21163,1,100,4,4,SO75099,3,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,41667,41679,41674,William Williams,7.95,Cleaners,Bike Wash - Dissolver,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,7.95,2.9733,4.9767,M,Accessories,Southwest,United States
478,20140128,20140209,20140204,13350,1,100,6,6,SO75100,1,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,41667,41679,41674,Isaac Sandberg,9.99,Bottles and Cages,Mountain Bottle Cage,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,9.99,3.7363,6.2537,M,Accessories,Canada,Canada
477,20140128,20140209,20140204,13350,1,100,6,6,SO75100,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,41667,41679,41674,Isaac Sandberg,4.99,Bottles and Cages,Water Bottle - 30 oz.,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,4.99,1.8663,3.1237,M,Accessories,Canada,Canada
473,20140128,20140209,20140204,13350,1,100,6,6,SO75100,3,1,1,63.5,63.5,0,0,23.749,23.749,63.5,5.08,1.5875,41667,41679,41674,Isaac Sandberg,63.5,Vests,"Classic Vest, L",01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,63.5,23.749,39.751,M,Clothing,Canada,Canada
474,20140128,20140209,20140204,20201,1,100,4,4,SO75101,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,41667,41679,41674,Chloe Harris,69.99,Shorts,"Women's Mountain Shorts, S",01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,69.99,26.1763,43.8137,F,Clothing,Southwest,United States
473,20140128,20140209,20140204,20201,1,100,4,4,SO75101,2,1,1,63.5,63.5,0,0,23.749,23.749,63.5,5.08,1.5875,41667,41679,41674,Chloe Harris,63.5,Vests,"Classic Vest, L",01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,63.5,23.749,39.751,F,Clothing,Southwest,United States
476,20140128,20140209,20140204,19893,1,100,1,1,SO75102,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,41667,41679,41674,Evan Baker,69.99,Shorts,"Women's Mountain Shorts, L",01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,69.99,26.1763,43.8137,M,Clothing,Northwest,United States
234,20140128,20140209,20140204,19893,1,100,1,1,SO75102,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,41667,41679,41674,Evan Baker,49.99,Jerseys,"Long-Sleeve Logo Jersey, L",01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,49.99,38.4923,11.4977,M,Clothing,Northwest,United States
477,20140128,20140209,20140204,18529,1,100,5,5,SO75103,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,41667,41679,41674,Albert Castro,4.99,Bottles and Cages,Water Bottle - 30 oz.,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,4.99,1.8663,3.1237,M,Accessories,Southeast,United States
217,20140128,20140209,20140204,18529,1,100,5,5,SO75103,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,41667,41679,41674,Albert Castro,34.99,Helmets,"Sport-100 Helmet, Black",01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,34.99,13.0863,21.9037,M,Accessories,Southeast,United States
477,20140128,20140209,20140204,17151,1,100,1,1,SO75104,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,41667,41679,41674,Jasmine Alexander,4.99,Bottles and Cages,Water Bottle - 30 oz.,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,4.99,1.8663,3.1237,F,Accessories,Northwest,United States
484,20140128,20140209,20140204,17151,1,100,1,1,SO75104,2,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,41667,41679,41674,Jasmine Alexander,7.95,Cleaners,Bike Wash - Dissolver,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,7.95,2.9733,4.9767,F,Accessories,Northwest,United States
528,20140128,20140209,20140204,15160,1,100,4,4,SO75105,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,41667,41679,41674,Candace Van,4.99,Tires and Tubes,Mountain Tire Tube,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,4.99,1.8663,3.1237,F,Accessories,Southwest,United States
214,20140128,20140209,20140204,15160,1,100,4,4,SO75105,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,41667,41679,41674,Candace Van,34.99,Helmets,"Sport-100 Helmet, Red",01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,34.99,13.0863,21.9037,F,Accessories,Southwest,United States
225,20140128,20140209,20140204,15160,1,100,4,4,SO75105,3,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,41667,41679,41674,Candace Van,8.99,Caps,AWC Logo Cap,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,8.99,6.9223,2.0677,F,Clothing,Southwest,United States
234,20140128,20140209,20140204,15160,1,100,4,4,SO75105,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,41667,41679,41674,Candace Van,49.99,Jerseys,"Long-Sleeve Logo Jersey, L",01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,49.99,38.4923,11.4977,F,Clothing,Southwest,United States
528,20140128,20140209,20140204,14474,1,100,4,4,SO75106,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,41667,41679,41674,Jacqueline Murphy,4.99,Tires and Tubes,Mountain Tire Tube,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,4.99,1.8663,3.1237,F,Accessories,Southwest,United States
480,20140128,20140209,20140204,14474,1,100,4,4,SO75106,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,41667,41679,41674,Jacqueline Murphy,2.29,Tires and Tubes,Patch Kit/8 Patches,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,2.29,0.8565,1.4335,F,Accessories,Southwest,United States
485,20140128,20140209,20140204,14029,1,100,1,1,SO75107,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,41667,41679,41674,Christina Morris,21.98,Fenders,Fender Set - Mountain,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,21.98,8.2205,13.7595,F,Accessories,Northwest,United States
217,20140128,20140209,20140204,14029,1,100,1,1,SO75107,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,41667,41679,41674,Christina Morris,34.99,Helmets,"Sport-100 Helmet, Black",01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,34.99,13.0863,21.9037,F,Accessories,Northwest,United States
528,20140128,20140209,20140204,21347,1,100,6,6,SO75108,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,41667,41679,41674,Alisha Raji,4.99,Tires and Tubes,Mountain Tire Tube,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,4.99,1.8663,3.1237,F,Accessories,Canada,Canada
485,20140128,20140209,20140204,14114,1,100,4,4,SO75109,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,41667,41679,41674,Chloe Martin,21.98,Fenders,Fender Set - Mountain,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,21.98,8.2205,13.7595,F,Accessories,Southwest,United States
471,20140128,20140209,20140204,14114,1,100,4,4,SO75109,2,1,1,63.5,63.5,0,0,23.749,23.749,63.5,5.08,1.5875,41667,41679,41674,Chloe Martin,63.5,Vests,"Classic Vest, S",01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,63.5,23.749,39.751,F,Clothing,Southwest,United States
485,20140128,20140209,20140204,13753,1,100,4,4,SO75110,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,41667,41679,41674,Rebecca Nicholls,21.98,Fenders,Fender Set - Mountain,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,21.98,8.2205,13.7595,F,Accessories,Southwest,United States
487,20140128,20140209,20140204,13753,1,100,4,4,SO75110,2,1,1,54.99,54.99,0,0,20.5663,20.5663,54.99,4.3992,1.3748,41667,41679,41674,Rebecca Nicholls,54.99,Hydration Packs,Hydration Pack - 70 oz.,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,54.99,20.5663,34.4237,F,Accessories,Southwest,United States
484,20140128,20140209,20140204,13753,1,100,4,4,SO75110,3,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,41667,41679,41674,Rebecca Nicholls,7.95,Cleaners,Bike Wash - Dissolver,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,7.95,2.9733,4.9767,F,Accessories,Southwest,United States
528,20140128,20140209,20140204,19072,1,100,10,10,SO75111,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,41667,41679,41674,Tamara Lu,4.99,Tires and Tubes,Mountain Tire Tube,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,4.99,1.8663,3.1237,F,Accessories,United Kingdom,United Kingdom
217,20140128,20140209,20140204,19072,1,100,10,10,SO75111,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,41667,41679,41674,Tamara Lu,34.99,Helmets,"Sport-100 Helmet, Black",01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,34.99,13.0863,21.9037,F,Accessories,United Kingdom,United Kingdom
225,20140128,20140209,20140204,19072,1,100,10,10,SO75111,3,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,41667,41679,41674,Tamara Lu,8.99,Caps,AWC Logo Cap,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,8.99,6.9223,2.0677,F,Clothing,United Kingdom,United Kingdom
536,20140128,20140209,20140204,21523,1,100,8,8,SO75112,1,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,41667,41679,41674,Timothy Green,29.99,Tires and Tubes,ML Mountain Tire,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,29.99,11.2163,18.7737,M,Accessories,Germany,Germany
481,20140128,20140209,20140204,21523,1,100,8,8,SO75112,2,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,41667,41679,41674,Timothy Green,8.99,Socks,"Racing Socks, M",01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,8.99,3.3623,5.6277,M,Clothing,Germany,Germany
535,20140128,20140209,20140204,21524,1,100,10,10,SO75113,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,41667,41679,41674,Faith Wood,24.99,Tires and Tubes,LL Mountain Tire,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,24.99,9.3463,15.6437,F,Accessories,United Kingdom,United Kingdom
528,20140128,20140209,20140204,21524,1,100,10,10,SO75113,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,41667,41679,41674,Faith Wood,4.99,Tires and Tubes,Mountain Tire Tube,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,4.99,1.8663,3.1237,F,Accessories,United Kingdom,United Kingdom
222,20140128,20140209,20140204,21524,1,100,10,10,SO75113,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,41667,41679,41674,Faith Wood,34.99,Helmets,"Sport-100 Helmet, Blue",01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,34.99,13.0863,21.9037,F,Accessories,United Kingdom,United Kingdom
231,20140128,20140209,20140204,21524,1,100,10,10,SO75113,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,41667,41679,41674,Faith Wood,49.99,Jerseys,"Long-Sleeve Logo Jersey, M",01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,49.99,38.4923,11.4977,F,Clothing,United Kingdom,United Kingdom
538,20140128,20140209,20140204,24704,1,100,8,8,SO75114,1,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373,41667,41679,41674,Allen Schmidt,21.49,Tires and Tubes,LL Road Tire,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,21.49,8.0373,13.4527,M,Accessories,Germany,Germany
538,20140128,20140209,20140204,26832,1,100,8,8,SO75115,1,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373,41667,41679,41674,Kate Xie,21.49,Tires and Tubes,LL Road Tire,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,21.49,8.0373,13.4527,F,Accessories,Germany,Germany
529,20140128,20140209,20140204,26832,1,100,8,8,SO75115,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,41667,41679,41674,Kate Xie,3.99,Tires and Tubes,Road Tire Tube,01/28/2014,2014,1,January,Q1,2014-Jan,2,Tuesday,10,Q4,3.99,1.4923,2.4977,F,Accessories,Germany,Germany
